"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20171201","금","남","10대","서울특별시","강남구","대치동","치킨","6"
"20171201","금","남","10대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","남","10대","서울특별시","강남구","역삼동","치킨","13"
"20171201","금","남","20대","서울특별시","강남구","세곡동","치킨","5"
"20171201","금","남","20대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","남","20대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","20대","서울특별시","강남구","일원동","치킨","5"
"20171201","금","남","30대","서울특별시","강남구","도곡동","치킨","9"
"20171201","금","남","30대","서울특별시","강남구","삼성동","치킨","49"
"20171201","금","남","30대","서울특별시","강남구","수서동","치킨","8"
"20171201","금","남","30대","서울특별시","강남구","신사동","치킨","5"
"20171201","금","남","30대","서울특별시","강남구","일원동","치킨","8"
"20171201","금","남","40대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","남","40대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","40대","서울특별시","강남구","역삼동","치킨","35"
"20171201","금","남","10대","서울특별시","강남구","삼성동","치킨","18"
"20171201","금","남","50대","서울특별시","강남구","역삼동","치킨","18"
"20171201","금","남","50대","서울특별시","강남구","일원동","치킨","5"
"20171201","금","남","40대","서울특별시","강남구","청담동","치킨","5"
"20171201","금","남","60대이상","서울특별시","강남구","개포동","치킨","5"
"20171201","금","남","60대이상","서울특별시","강남구","논현동","치킨","7"
"20171201","금","남","60대이상","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","여","10대","서울특별시","강남구","도곡동","치킨","6"
"20171201","금","여","10대","서울특별시","강남구","삼성동","치킨","6"
"20171201","금","여","20대","서울특별시","강남구","대치동","치킨","5"
"20171201","금","여","20대","서울특별시","강남구","도곡동","치킨","5"
"20171201","금","여","20대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","여","10대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","10대","서울특별시","강남구","세곡동","치킨","5"
"20171201","금","여","20대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","여","30대","서울특별시","강남구","개포동","치킨","23"
"20171201","금","여","30대","서울특별시","강남구","논현동","치킨","30"
"20171201","금","남","40대","서울특별시","강남구","도곡동","치킨","5"
"20171201","금","남","10대","서울특별시","강남구","일원동","치킨","5"
"20171201","금","여","30대","서울특별시","강남구","도곡동","치킨","10"
"20171201","금","남","50대","서울특별시","강남구","개포동","치킨","5"
"20171201","금","여","30대","서울특별시","강남구","세곡동","치킨","5"
"20171201","금","남","10대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","여","10대","서울특별시","강남구","일원동","치킨","5"
"20171201","금","여","20대","서울특별시","강남구","청담동","치킨","5"
"20171201","금","여","30대","서울특별시","강남구","수서동","치킨","6"
"20171201","금","여","30대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","20대","서울특별시","강남구","개포동","치킨","10"
"20171201","금","여","20대","서울특별시","강남구","일원동","치킨","7"
"20171201","금","남","30대","서울특별시","강남구","역삼동","치킨","57"
"20171201","금","남","40대","서울특별시","강남구","삼성동","치킨","51"
"20171201","금","여","10대","서울특별시","강남구","대치동","치킨","5"
"20171201","금","남","30대","서울특별시","강남구","대치동","치킨","5"
"20171201","금","남","60대이상","서울특별시","강남구","역삼동","치킨","5"
"20171201","금","여","30대","서울특별시","강남구","일원동","치킨","7"
"20171201","금","남","20대","서울특별시","강남구","대치동","치킨","12"
"20171201","금","여","10대","서울특별시","강남구","논현동","치킨","6"
"20171201","금","여","40대","서울특별시","강남구","개포동","치킨","32"
"20171201","금","남","10대","서울특별시","강남구","개포동","치킨","9"
"20171201","금","남","30대","서울특별시","강남구","논현동","치킨","39"
"20171201","금","여","20대","서울특별시","강남구","역삼동","치킨","25"
"20171201","금","남","20대","서울특별시","강남구","논현동","치킨","15"
"20171201","금","여","40대","서울특별시","강남구","논현동","치킨","36"
"20171201","금","여","40대","서울특별시","강남구","대치동","치킨","10"
"20171201","금","남","30대","서울특별시","강남구","개포동","치킨","19"
"20171201","금","여","30대","서울특별시","강남구","신사동","치킨","5"
"20171201","금","여","40대","서울특별시","강남구","도곡동","치킨","10"
"20171201","금","남","20대","서울특별시","강남구","삼성동","치킨","34"
"20171201","금","여","40대","서울특별시","강남구","삼성동","치킨","112"
"20171201","금","여","30대","서울특별시","강남구","대치동","치킨","5"
"20171201","금","여","40대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","여","20대","서울특별시","강남구","논현동","치킨","14"
"20171201","금","여","40대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","40대","서울특별시","강남구","개포동","치킨","16"
"20171201","금","여","30대","서울특별시","강남구","역삼동","치킨","41"
"20171201","금","여","40대","서울특별시","강남구","역삼동","치킨","53"
"20171201","금","남","40대","서울특별시","강남구","일원동","치킨","5"
"20171201","금","남","30대","서울특별시","강남구","세곡동","치킨","5"
"20171201","금","여","50대","서울특별시","강남구","논현동","치킨","5"
"20171201","금","여","50대","서울특별시","강남구","도곡동","치킨","5"
"20171201","금","남","40대","서울특별시","강남구","대치동","치킨","5"
"20171201","금","남","20대","서울특별시","강남구","도곡동","치킨","5"
"20171201","금","여","50대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","여","50대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","여","20대","서울특별시","강남구","개포동","치킨","8"
"20171201","금","남","60대이상","서울특별시","강남구","세곡동","치킨","5"
"20171201","금","여","50대","서울특별시","강남구","역삼동","치킨","18"
"20171201","금","남","40대","서울특별시","강남구","논현동","치킨","34"
"20171201","금","여","50대","서울특별시","강남구","일원동","치킨","8"
"20171201","금","여","50대","서울특별시","강남구","개포동","치킨","12"
"20171201","금","여","60대이상","서울특별시","강남구","개포동","치킨","5"
"20171201","금","남","30대","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","60대이상","서울특별시","강남구","삼성동","치킨","5"
"20171201","금","남","20대","서울특별시","강남구","역삼동","치킨","38"
"20171201","금","여","10대","서울특별시","강남구","역삼동","치킨","5"
"20171201","금","여","60대이상","서울특별시","강남구","논현동","치킨","16"
"20171201","금","여","50대","서울특별시","강남구","삼성동","치킨","24"
"20171201","금","여","60대이상","서울특별시","강남구","대치동","치킨","5"
"20171201","금","여","30대","서울특별시","강남구","삼성동","치킨","45"
"20171201","금","남","10대","서울특별시","강남구","논현동","치킨","7"
"20171201","금","여","60대이상","서울특별시","강남구","삼성동","치킨","6"
"20171201","금","남","50대","서울특별시","강남구","도곡동","치킨","5"
"20171201","금","여","60대이상","서울특별시","강남구","수서동","치킨","5"
"20171201","금","여","40대","서울특별시","강남구","일원동","치킨","13"
"20171201","금","여","60대이상","서울특별시","강남구","압구정동","치킨","5"
"20171201","금","남","10대","서울특별시","강남구","도곡동","치킨","5"
"20171201","금","여","10대","서울특별시","강남구","개포동","치킨","7"
"20171201","금","남","50대","서울특별시","강남구","수서동","치킨","5"
"20171201","금","남","50대","서울특별시","강남구","삼성동","치킨","15"
"20171201","금","여","20대","서울특별시","강남구","삼성동","치킨","31"
"20171201","금","남","50대","서울특별시","강남구","논현동","치킨","10"
"20171201","금","여","60대이상","서울특별시","강남구","역삼동","치킨","8"
"20171201","금","남","10대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","남","10대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","남","20대","서울특별시","강동구","성내동","치킨","11"
"20171201","금","남","20대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","남","20대","서울특별시","강동구","길동","치킨","32"
"20171201","금","남","30대","서울특별시","강동구","천호동","치킨","5"
"20171201","금","남","40대","서울특별시","강동구","길동","치킨","69"
"20171201","금","남","40대","서울특별시","강동구","명일동","치킨","5"
"20171201","금","남","40대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","남","40대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","남","40대","서울특별시","강동구","천호동","치킨","5"
"20171201","금","남","20대","서울특별시","강동구","둔촌동","치킨","5"
"20171201","금","남","50대","서울특별시","강동구","둔촌동","치킨","5"
"20171201","금","남","50대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","남","60대이상","서울특별시","강동구","길동","치킨","10"
"20171201","금","남","30대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","남","50대","서울특별시","강동구","길동","치킨","27"
"20171201","금","남","60대이상","서울특별시","강동구","천호동","치킨","5"
"20171201","금","여","20대","서울특별시","강동구","길동","치킨","28"
"20171201","금","여","20대","서울특별시","강동구","명일동","치킨","5"
"20171201","금","여","20대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","여","20대","서울특별시","강동구","천호동","치킨","5"
"20171201","금","남","10대","서울특별시","강동구","길동","치킨","25"
"20171201","금","여","30대","서울특별시","강동구","둔촌동","치킨","5"
"20171201","금","여","30대","서울특별시","강동구","명일동","치킨","6"
"20171201","금","여","30대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","여","30대","서울특별시","강동구","길동","치킨","84"
"20171201","금","남","40대","서울특별시","강동구","둔촌동","치킨","5"
"20171201","금","여","30대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","여","30대","서울특별시","강동구","천호동","치킨","5"
"20171201","금","여","10대","서울특별시","강동구","길동","치킨","11"
"20171201","금","여","40대","서울특별시","강동구","길동","치킨","112"
"20171201","금","여","40대","서울특별시","강동구","명일동","치킨","5"
"20171201","금","여","40대","서울특별시","강동구","상일동","치킨","5"
"20171201","금","여","30대","서울특별시","강동구","상일동","치킨","5"
"20171201","금","여","40대","서울특별시","강동구","성내동","치킨","8"
"20171201","금","여","10대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","여","40대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","남","30대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","여","10대","서울특별시","강동구","암사동","치킨","5"
"20171201","금","여","40대","서울특별시","강동구","천호동","치킨","8"
"20171201","금","남","10대","서울특별시","강동구","명일동","치킨","5"
"20171201","금","여","50대","서울특별시","강동구","길동","치킨","36"
"20171201","금","여","50대","서울특별시","강동구","명일동","치킨","5"
"20171201","금","남","10대","서울특별시","강동구","둔촌동","치킨","5"
"20171201","금","여","20대","서울특별시","강동구","성내동","치킨","8"
"20171201","금","여","50대","서울특별시","강동구","성내동","치킨","5"
"20171201","금","여","50대","서울특별시","강동구","천호동","치킨","5"
"20171201","금","여","60대이상","서울특별시","강동구","길동","치킨","10"
"20171201","금","여","60대이상","서울특별시","강동구","성내동","치킨","5"
"20171201","금","남","60대이상","서울특별시","강동구","성내동","치킨","5"
"20171201","금","남","30대","서울특별시","강동구","길동","치킨","60"
"20171201","금","여","60대이상","서울특별시","강동구","암사동","치킨","5"
"20171201","금","여","60대이상","서울특별시","강동구","천호동","치킨","5"
"20171201","금","남","30대","서울특별시","강동구","둔촌동","치킨","5"
"20171201","금","남","10대","서울특별시","강북구","미아동","치킨","42"
"20171201","금","남","10대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","남","20대","서울특별시","강북구","번동","치킨","40"
"20171201","금","남","30대","서울특별시","강북구","번동","치킨","42"
"20171201","금","남","30대","서울특별시","강북구","수유동","치킨","5"
"20171201","금","남","30대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","남","40대","서울특별시","강북구","번동","치킨","39"
"20171201","금","남","40대","서울특별시","강북구","수유동","치킨","5"
"20171201","금","남","40대","서울특별시","강북구","미아동","치킨","75"
"20171201","금","남","40대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","남","50대","서울특별시","강북구","미아동","치킨","23"
"20171201","금","남","10대","서울특별시","강북구","번동","치킨","18"
"20171201","금","남","30대","서울특별시","강북구","미아동","치킨","91"
"20171201","금","남","50대","서울특별시","강북구","번동","치킨","20"
"20171201","금","남","60대이상","서울특별시","강북구","미아동","치킨","8"
"20171201","금","남","60대이상","서울특별시","강북구","번동","치킨","11"
"20171201","금","여","10대","서울특별시","강북구","번동","치킨","9"
"20171201","금","여","10대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","여","20대","서울특별시","강북구","미아동","치킨","48"
"20171201","금","여","20대","서울특별시","강북구","번동","치킨","21"
"20171201","금","여","20대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","여","30대","서울특별시","강북구","번동","치킨","66"
"20171201","금","여","30대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","남","20대","서울특별시","강북구","미아동","치킨","56"
"20171201","금","여","40대","서울특별시","강북구","미아동","치킨","160"
"20171201","금","여","10대","서울특별시","강북구","미아동","치킨","21"
"20171201","금","여","40대","서울특별시","강북구","수유동","치킨","5"
"20171201","금","여","40대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","여","50대","서울특별시","강북구","미아동","치킨","50"
"20171201","금","여","30대","서울특별시","강북구","미아동","치킨","110"
"20171201","금","여","50대","서울특별시","강북구","번동","치킨","17"
"20171201","금","여","50대","서울특별시","강북구","우이동","치킨","5"
"20171201","금","여","40대","서울특별시","강북구","번동","치킨","76"
"20171201","금","여","60대이상","서울특별시","강북구","미아동","치킨","27"
"20171201","금","여","60대이상","서울특별시","강북구","번동","치킨","6"
"20171201","금","여","60대이상","서울특별시","강북구","우이동","치킨","5"
"20171201","금","남","10대","서울특별시","강서구","내발산동","치킨","35"
"20171201","금","남","20대","서울특별시","강서구","가양동","치킨","39"
"20171201","금","남","20대","서울특별시","강서구","마곡동","치킨","5"
"20171201","금","남","10대","서울특별시","강서구","마곡동","치킨","5"
"20171201","금","남","20대","서울특별시","강서구","화곡동","치킨","48"
"20171201","금","남","30대","서울특별시","강서구","등촌동","치킨","19"
"20171201","금","남","30대","서울특별시","강서구","외발산동","치킨","5"
"20171201","금","남","30대","서울특별시","강서구","마곡동","치킨","5"
"20171201","금","남","10대","서울특별시","강서구","가양동","치킨","28"
"20171201","금","남","30대","서울특별시","강서구","화곡동","치킨","81"
"20171201","금","남","30대","서울특별시","강서구","내발산동","치킨","76"
"20171201","금","남","40대","서울특별시","강서구","화곡동","치킨","81"
"20171201","금","남","50대","서울특별시","강서구","내발산동","치킨","18"
"20171201","금","남","50대","서울특별시","강서구","방화동","치킨","5"
"20171201","금","남","50대","서울특별시","강서구","화곡동","치킨","23"
"20171201","금","남","60대이상","서울특별시","강서구","내발산동","치킨","12"
"20171201","금","남","60대이상","서울특별시","강서구","방화동","치킨","5"
"20171201","금","남","20대","서울특별시","강서구","등촌동","치킨","15"
"20171201","금","남","40대","서울특별시","강서구","내발산동","치킨","70"
"20171201","금","남","60대이상","서울특별시","강서구","화곡동","치킨","7"
"20171201","금","남","60대이상","서울특별시","강서구","등촌동","치킨","5"
"20171201","금","남","50대","서울특별시","강서구","가양동","치킨","20"
"20171201","금","여","10대","서울특별시","강서구","마곡동","치킨","6"
"20171201","금","여","10대","서울특별시","강서구","방화동","치킨","5"
"20171201","금","여","20대","서울특별시","강서구","가양동","치킨","24"
"20171201","금","여","20대","서울특별시","강서구","등촌동","치킨","8"
"20171201","금","여","20대","서울특별시","강서구","마곡동","치킨","5"
"20171201","금","여","20대","서울특별시","강서구","외발산동","치킨","5"
"20171201","금","여","30대","서울특별시","강서구","가양동","치킨","64"
"20171201","금","남","10대","서울특별시","강서구","화곡동","치킨","36"
"20171201","금","여","30대","서울특별시","강서구","내발산동","치킨","104"
"20171201","금","여","30대","서울특별시","강서구","등촌동","치킨","26"
"20171201","금","남","10대","서울특별시","강서구","등촌동","치킨","9"
"20171201","금","남","50대","서울특별시","강서구","등촌동","치킨","5"
"20171201","금","여","30대","서울특별시","강서구","외발산동","치킨","6"
"20171201","금","여","30대","서울특별시","강서구","화곡동","치킨","143"
"20171201","금","남","20대","서울특별시","강서구","방화동","치킨","5"
"20171201","금","여","40대","서울특별시","강서구","내발산동","치킨","150"
"20171201","금","여","40대","서울특별시","강서구","가양동","치킨","103"
"20171201","금","여","40대","서울특별시","강서구","등촌동","치킨","50"
"20171201","금","여","40대","서울특별시","강서구","마곡동","치킨","9"
"20171201","금","여","40대","서울특별시","강서구","방화동","치킨","8"
